date,"""event_name""",gender,discipline_name,participant_name,participant_type,participant_country_code,participant_country,result,result_type
2024-08-07,"""Marathon Race Walk Relay Mixed""",X,Athletics,ZHANG Jun / YANG Jiayu,Team,CHN,China,10843,TIME
2024-08-07,"""Marathon Race Walk Relay Mixed""",X,Athletics,BEN HLIMA M / CHOJECKA O,Team,POL,Poland,10855,TIME
2024-08-07,"""Marathon Race Walk Relay Mixed""",X,Athletics,BANZERUK I / OLYANOVSKA L,Team,UKR,Ukraine,10910,TIME
2024-08-07,"""Marathon Race Walk Relay Mixed""",X,Athletics,CERNY D / BURZALOVA H,Team,SVK,Slovakia,11034,TIME
2024-08-07,"""Marathon Race Walk Relay Mixed""",X,Athletics,HERRERA/MOJICA CHALARCA,Team,COL,Colombia,11036,TIME
2024-08-07,"""Marathon Race Walk Relay Mixed""",X,Athletics,DUNFEE E / LUNDMAN O,Team,CAN,Canada,11097,TIME
2024-08-07,"""Marathon Race Walk Relay Mixed""",X,Athletics,VENYERCSAN B / RECSEI R,Team,HUN,Hungary,11118,TIME
2024-08-07,"""Marathon Race Walk Relay Mixed""",X,Athletics,TINGAY D / HENDERSON R,Team,AUS,Australia,11361,TIME
2024-08-07,"""Marathon Race Walk Relay Mixed""",X,Athletics,DEMIR M / TEKDAL A,Team,TUR,Turkey,11693,TIME
2024-08-04,"""Men's 100m""",M,Athletics,LYLES Noah,Person,USA,United States,9.79,TIME
2024-08-04,"""Men's 100m""",M,Athletics,THOMPSON Kishane,Person,JAM,Jamaica,9.79,TIME
2024-08-04,"""Men's 100m""",M,Athletics,KERLEY Fred,Person,USA,United States,9.81,TIME
2024-08-04,"""Men's 100m""",M,Athletics,SIMBINE Akani,Person,RSA,South Africa,9.82,TIME
2024-08-04,"""Men's 100m""",M,Athletics,JACOBS Lamont Marcell,Person,ITA,Italy,9.85,TIME
2024-08-04,"""Men's 100m""",M,Athletics,TEBOGO Letsile,Person,BOT,Botswana,9.86,TIME
2024-08-04,"""Men's 100m""",M,Athletics,BEDNAREK Kenneth,Person,USA,United States,9.88,TIME
2024-08-04,"""Men's 100m""",M,Athletics,SEVILLE Oblique,Person,JAM,Jamaica,9.91,TIME
2024-08-08,"""Men's 110m Hurdles""",M,Athletics,HOLLOWAY Grant,Person,USA,United States,12.99,TIME
2024-08-08,"""Men's 110m Hurdles""",M,Athletics,ROBERTS Daniel,Person,USA,United States,13.09,TIME
2024-08-08,"""Men's 110m Hurdles""",M,Athletics,BROADBELL Rasheed,Person,JAM,Jamaica,13.09,TIME
2024-08-08,"""Men's 110m Hurdles""",M,Athletics,LLOPIS Enrique,Person,ESP,Spain,13.2,TIME
2024-08-08,"""Men's 110m Hurdles""",M,Athletics,MURATAKE Rachid,Person,JPN,Japan,13.21,TIME
2024-08-08,"""Men's 110m Hurdles""",M,Athletics,CRITTENDEN Freddie,Person,USA,United States,13.32,TIME
2024-08-08,"""Men's 110m Hurdles""",M,Athletics,BENNETT Orlando,Person,JAM,Jamaica,13.34,TIME
2024-08-08,"""Men's 110m Hurdles""",M,Athletics,PARCHMENT Hansle,Person,JAM,Jamaica,13.39,TIME
2024-08-06,"""Men's 1500m""",M,Athletics,HOCKER Cole,Person,USA,United States,207.6,TIME
2024-08-06,"""Men's 1500m""",M,Athletics,KERR Josh,Person,GBR,Great Britain,207.8,TIME
2024-08-06,"""Men's 1500m""",M,Athletics,NUGUSE Yared,Person,USA,United States,207.8,TIME
2024-08-06,"""Men's 1500m""",M,Athletics,INGEBRIGTSEN Jakob,Person,NOR,Norway,208.2,TIME
2024-08-06,"""Men's 1500m""",M,Athletics,KESSLER Hobbs,Person,USA,United States,209.4,TIME
2024-08-06,"""Men's 1500m""",M,Athletics,LAROS Niels,Person,NED,Netherlands,210.5,TIME
2024-08-06,"""Men's 1500m""",M,Athletics,NORDAS Narve Gilje,Person,NOR,Norway,210.5,TIME
2024-08-06,"""Men's 1500m""",M,Athletics,ARESE Pietro,Person,ITA,Italy,210.7,TIME
2024-08-06,"""Men's 1500m""",M,Athletics,NILLESSEN Stefan,Person,NED,Netherlands,210.7,TIME
2024-08-06,"""Men's 1500m""",M,Athletics,GOURLEY Neil,Person,GBR,Great Britain,210.9,TIME
2024-08-06,"""Men's 1500m""",M,Athletics,CHERUIYOT Timothy,Person,KEN,Kenya,211.3,TIME
2024-08-06,"""Men's 1500m""",M,Athletics,KOMEN Brian,Person,KEN,Kenya,215.6,TIME
2024-08-08,"""Men's 200m""",M,Athletics,TEBOGO Letsile,Person,BOT,Botswana,19.46,TIME
2024-08-08,"""Men's 200m""",M,Athletics,BEDNAREK Kenneth,Person,USA,United States,19.62,TIME
2024-08-08,"""Men's 200m""",M,Athletics,LYLES Noah,Person,USA,United States,19.7,TIME
2024-08-08,"""Men's 200m""",M,Athletics,KNIGHTON Erriyon,Person,USA,United States,19.99,TIME
2024-08-08,"""Men's 200m""",M,Athletics,OGANDO Alexander,Person,DOM,Dominican Republic,20.02,TIME
2024-08-08,"""Men's 200m""",M,Athletics,MAKARAWU Tapiwanashe,Person,ZIM,Zimbabwe,20.1,TIME
2024-08-08,"""Men's 200m""",M,Athletics,FAHNBULLEH Joseph,Person,LBR,Liberia,20.15,TIME
2024-08-08,"""Men's 200m""",M,Athletics,CHARAMBA Makanakaishe,Person,ZIM,Zimbabwe,20.53,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,PINTADO Brian Daniel,Person,ECU,Ecuador,4735,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,BONFIM Caio,Person,BRA,Brazil,4749,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,MARTIN Alvaro,Person,ESP,Spain,4751,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,STANO Massimo,Person,ITA,Italy,4752,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,DUNFEE Evan,Person,CAN,Canada,4756,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,WAKUMA Misgana,Person,ETH,Ethiopia,4771,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,IKEDA Koki,Person,JPN,Japan,4781,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,KOGA Yuta,Person,JPN,Japan,4790,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,QUINION Aurelien,Person,FRA,France,4796,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,ZHANG Jun,Person,CHN,China,4796,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,TINGAY Declan,Person,AUS,Australia,4796,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,COWLEY Rhydian,Person,AUS,Australia,4804,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,CHAMA Noel,Person,MEX,Mexico,4819,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,ORTIZ Ricardo,Person,MEX,Mexico,4827,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,HURTADO David,Person,ECU,Ecuador,4830,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,WILKINSON Callum,Person,GBR,Great Britain,4831,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,McGRATH Paul,Person,ESP,Spain,4832,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,HAMANISHI Ryo,Person,JPN,Japan,4833,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,LINKE Christopher,Person,GER,Germany,4835,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,FORTUNATO Francesco,Person,ITA,Italy,4838,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,KARLSTROM Perseus,Person,SWE,Sweden,4865,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,GATHIMBA Samuel Kireri,Person,KEN,Kenya,4886,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,KOEPP Leo,Person,GER,Germany,4896,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,BORDIER Gabriel,Person,FRA,France,4900,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,JIMENEZ ARROBO Jordy Rafael,Person,ECU,Ecuador,4904,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,CAMPOS Luis Henry,Person,PER,Peru,4920,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,BRZOZOWSKI Artur,Person,POL,Poland,4931,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,GONCALVES dos SANTOS Max Batista,Person,BRA,Brazil,4936,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,BEN HLIMA Maher,Person,POL,Poland,4954,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,SINGH Vikash,Person,IND,India,4956,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,LI Yandong,Person,CHN,China,4966,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,PARTANEN Veli-Matti,Person,FIN,Finland,4976,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,GARCIA CARRERA Diego,Person,ESP,Spain,4990,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,CERNY Dominik,Person,SVK,Slovakia,5005,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,SWAN Kyle,Person,AUS,Australia,5012,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,WANG Zhaozhao,Person,CHN,China,5020,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,BISHT Paramjeet Singh,Person,IND,India,5028,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,BARRONDO Jose Alejandro,Person,GUA,Guatemala,5057,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,CORREA Matheus,Person,BRA,Brazil,5065,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,HLAVAN Ihor,Person,UKR,Ukraine,5092,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,ORSONI Riccardo,Person,ITA,Italy,5108,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,CHOE Byeongkwang,Person,KOR,Korea,5175,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,BARRONDO Erick Bernabe,Person,GUA,Guatemala,5179,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,HELEBRANDT Mate,Person,HUN,Hungary,5237,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,KORKMAZ Salih,Person,TUR,Turkey,5345,TIME
2024-08-01,"""Men's 20km Race Walk""",M,Athletics,VENYERCSAN Bence,Person,HUN,Hungary,5354,TIME
2024-08-07,"""Men's 3000m Steeplechase""",M,Athletics,EL BAKKALI Soufiane,Person,MAR,Morocco,486.1,TIME
2024-08-07,"""Men's 3000m Steeplechase""",M,Athletics,ROOKS Kenneth,Person,USA,United States,486.4,TIME
2024-08-07,"""Men's 3000m Steeplechase""",M,Athletics,KIBIWOT Abraham,Person,KEN,Kenya,486.5,TIME
2024-08-07,"""Men's 3000m Steeplechase""",M,Athletics,JHINAOUI Mohamed Amin,Person,TUN,Tunisia,487.7,TIME
2024-08-07,"""Men's 3000m Steeplechase""",M,Athletics,JAZIRI Ahmed,Person,TUN,Tunisia,488,TIME
2024-08-07,"""Men's 3000m Steeplechase""",M,Athletics,FIREWU Samuel,Person,ETH,Ethiopia,488.9,TIME
2024-08-07,"""Men's 3000m Steeplechase""",M,Athletics,KOECH Simon Kiprop,Person,KEN,Kenya,489.3,TIME
2024-08-07,"""Men's 3000m Steeplechase""",M,Athletics,MIURA Ryuji,Person,JPN,Japan,491.7,TIME
2024-08-07,"""Men's 3000m Steeplechase""",M,Athletics,WALE Getnet,Person,ETH,Ethiopia,492.3,TIME
2024-08-07,"""Men's 3000m Steeplechase""",M,Athletics,ARCE Daniel,Person,ESP,Spain,493.8,TIME
2024-08-07,"""Men's 3000m Steeplechase""",M,Athletics,SABLE Avinash Mukund,Person,IND,India,494.2,TIME
2024-08-07,"""Men's 3000m Steeplechase""",M,Athletics,TINDOUFT Mohamed,Person,MAR,Morocco,494.8,TIME
2024-08-07,"""Men's 3000m Steeplechase""",M,Athletics,DESGAGNES Jean-Simon,Person,CAN,Canada,499.3,TIME
2024-08-07,"""Men's 3000m Steeplechase""",M,Athletics,SEREM Amos,Person,KEN,Kenya,499.7,TIME
2024-08-07,"""Men's 3000m Steeplechase""",M,Athletics,CHEMUTAI Leonard,Person,UGA,Uganda,500,TIME
2024-08-09,"""Men's 4 x 100m Relay""",M,Athletics,Canada,Team,CAN,Canada,37.5,TIME
2024-08-09,"""Men's 4 x 100m Relay""",M,Athletics,South Africa,Team,RSA,South Africa,37.57,TIME
2024-08-09,"""Men's 4 x 100m Relay""",M,Athletics,Great Britain,Team,GBR,Great Britain,37.61,TIME
2024-08-09,"""Men's 4 x 100m Relay""",M,Athletics,Italy,Team,ITA,Italy,37.68,TIME
2024-08-09,"""Men's 4 x 100m Relay""",M,Athletics,Japan,Team,JPN,Japan,37.78,TIME
2024-08-09,"""Men's 4 x 100m Relay""",M,Athletics,France,Team,FRA,France,37.81,TIME
2024-08-09,"""Men's 4 x 100m Relay""",M,Athletics,People's Republic of China,Team,CHN,China,38.06,TIME
2024-08-10,"""Men's 4 x 400m Relay""",M,Athletics,United States of America,Team,USA,United States,174.4,TIME
2024-08-10,"""Men's 4 x 400m Relay""",M,Athletics,Botswana,Team,BOT,Botswana,175.5,TIME
2024-08-10,"""Men's 4 x 400m Relay""",M,Athletics,Great Britain,Team,GBR,Great Britain,175.8,TIME
2024-08-10,"""Men's 4 x 400m Relay""",M,Athletics,Belgium,Team,BEL,Belgium,177.7,TIME
2024-08-10,"""Men's 4 x 400m Relay""",M,Athletics,South Africa,Team,RSA,South Africa,178.1,TIME
2024-08-10,"""Men's 4 x 400m Relay""",M,Athletics,Japan,Team,JPN,Japan,178.3,TIME
2024-08-10,"""Men's 4 x 400m Relay""",M,Athletics,Italy,Team,ITA,Italy,179.7,TIME
2024-08-10,"""Men's 4 x 400m Relay""",M,Athletics,Zambia,Team,ZAM,Zambia,182.8,TIME
2024-08-10,"""Men's 4 x 400m Relay""",M,Athletics,France,Team,FRA,France,187.3,TIME
2024-08-07,"""Men's 400m""",M,Athletics,HALL Quincy,Person,USA,United States,43.4,TIME
2024-08-07,"""Men's 400m""",M,Athletics,HUDSON-SMITH Matthew,Person,GBR,Great Britain,43.44,TIME
2024-08-07,"""Men's 400m""",M,Athletics,SAMUKONGA Muzala,Person,ZAM,Zambia,43.74,TIME
2024-08-07,"""Men's 400m""",M,Athletics,RICHARDS Jereem,Person,TTO,Trinidad and Tobago,43.78,TIME
2024-08-07,"""Men's 400m""",M,Athletics,JAMES Kirani,Person,GRN,Grenada,43.87,TIME
2024-08-07,"""Men's 400m""",M,Athletics,BAILEY Christopher,Person,USA,United States,44.58,TIME
2024-08-07,"""Men's 400m""",M,Athletics,OGAZI Samuel,Person,NGR,Nigeria,44.73,TIME
2024-08-07,"""Men's 400m""",M,Athletics,NORMAN Michael,Person,USA,United States,45.62,TIME
2024-08-09,"""Men's 400m Hurdles""",M,Athletics,BENJAMIN Rai,Person,USA,United States,46.46,TIME
2024-08-09,"""Men's 400m Hurdles""",M,Athletics,WARHOLM Karsten,Person,NOR,Norway,47.06,TIME
2024-08-09,"""Men's 400m Hurdles""",M,Athletics,dos SANTOS Alison,Person,BRA,Brazil,47.26,TIME
2024-08-09,"""Men's 400m Hurdles""",M,Athletics,DUCOS Clement,Person,FRA,France,47.76,TIME
2024-08-09,"""Men's 400m Hurdles""",M,Athletics,SAMBA Abderrahman,Person,QAT,Qatar,47.98,TIME
2024-08-09,"""Men's 400m Hurdles""",M,Athletics,MAGI Rasmus,Person,EST,Estonia,52.53,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,INGEBRIGTSEN Jakob,Person,NOR,Norway,793.7,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,KWEMOI Ronald,Person,KEN,Kenya,795,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,FISHER Grant,Person,USA,United States,795.1,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,LOBALU Dominic Lokinyomo,Person,EOR,EOR,795.3,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,GEBRHIWET Hagos,Person,ETH,Ethiopia,795.3,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,MEHARY Biniam,Person,ETH,Ethiopia,796,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,KURGAT Edwin,Person,KEN,Kenya,797.2,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,KIMELI Isaac,Person,BEL,Belgium,798.1,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,BLANKS Graham,Person,USA,United States,798.7,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,KROP Jacob,Person,KEN,Kenya,798.7,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,HEYMANS John,Person,BEL,Belgium,799.2,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,SCHRUB Yann,Person,FRA,France,800.6,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,FOPPEN Mike,Person,NED,Netherlands,801.6,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,YIHUNE Addisu,Person,ETH,Ethiopia,802.3,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,NDIKUMWENAYO Thierry,Person,ESP,Spain,804.1,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,HAY Hugo,Person,FRA,France,806.7,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,NORDAS Narve Gilje,Person,NOR,Norway,811.3,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,McSWEYN Stewart,Person,AUS,Australia,811.4,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,SEARE Dawit,Person,ERI,Eritrea,811.5,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,CHELIMO Oscar,Person,UGA,Uganda,811.6,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,MILLS George,Person,GBR,Great Britain,812.3,TIME
2024-08-10,"""Men's 5000m""",M,Athletics,FAFARD Thomas,Person,CAN,Canada,829.7,TIME
2024-08-10,"""Men's 800m""",M,Athletics,WANYONYI Emmanuel,Person,KEN,Kenya,101.2,TIME
2024-08-10,"""Men's 800m""",M,Athletics,AROP Marco,Person,CAN,Canada,101.2,TIME
2024-08-10,"""Men's 800m""",M,Athletics,SEDJATI Djamel,Person,ALG,Algeria,102.5,TIME
2024-08-10,"""Men's 800m""",M,Athletics,HOPPEL Bryce,Person,USA,United States,101.7,TIME
2024-08-10,"""Men's 800m""",M,Athletics,ATTAOUI Mohamed,Person,ESP,Spain,102.1,TIME
2024-08-10,"""Men's 800m""",M,Athletics,TUAL Gabriel,Person,FRA,France,102.1,TIME
2024-08-10,"""Men's 800m""",M,Athletics,MASALELA Tshepiso,Person,BOT,Botswana,102.8,TIME
2024-08-10,"""Men's 800m""",M,Athletics,BURGIN Max,Person,GBR,Great Britain,103.8,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,TOLA Tamirat,Person,ETH,Ethiopia,7586,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,ABDI Bashir,Person,BEL,Belgium,7607,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,KIPRUTO Benson,Person,KEN,Kenya,7620,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,CAIRESS Emile,Person,GBR,Great Britain,7649,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,GELETA Deresa,Person,ETH,Ethiopia,7651,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,AKASAKI Akira,Person,JPN,Japan,7652,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,RAMAKONGOANA Tebello,Person,LES,Lesotho,7678,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,MANTZ Conner,Person,USA,United States,7692,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,YOUNG Clayton,Person,USA,United States,7724,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,AMARE Samsom,Person,ERI,Eritrea,7736,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,GELANT Elroy,Person,RSA,South Africa,7747,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,RINGER Richard,Person,GER,Germany,7758,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,OSAKO Suguru,Person,JPN,Japan,7765,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,HASSAN Ibrahim,Person,DJI,Djibouti,7771,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,FITWI SIBHATU Samuel,Person,GER,Germany,7790,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,NAVARRO Nicolas,Person,FRA,France,7796,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,SIMBU Alphonce Felix,Person,TAN,Tanzania,7803,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,EL GOUMRI Othmane,Person,MAR,Morocco,7806,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,MPOFU Isaac,Person,ZIM,Zimbabwe,7809,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,CHAHDI Hassan,Person,FRA,France,7809,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,MUNYAO Alexander,Person,KEN,Kenya,7831,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,SOMERS Michael,Person,BEL,Belgium,7832,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,KOYAMA Naoki,Person,JPN,Japan,7833,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,TIERNAN Patrick,Person,AUS,Australia,7834,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,CRIPPA Yemaneberhan,Person,ITA,Italy,7836,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,TEFERI Maru,Person,ISR,Israel,7842,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,MOKOKA Stephen,Person,RSA,South Africa,7859,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,HASSAN Suldan,Person,SWE,Sweden,7881,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,HAN Il Ryong,Person,PRK,DPR Korea,7881,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,KYBURZ Matthias,Person,SUI,Switzerland,7892,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,AYALE Gashau,Person,ISR,Israel,7896,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,MOEN Sondre Nordstad,Person,NOR,Norway,7899,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,ABDALLA Yaseen,Person,SUD,Sudan,7901,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,CHAKIR Ibrahim,Person,ESP,Spain,7904,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,TALBI Zouhair,Person,MAR,Morocco,7911,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,LEVINS Cameron,Person,CAN,Canada,7916,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,KIPLANGAT Victor,Person,UGA,Uganda,7919,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,ABRAHAM Tadesse,Person,SUI,Switzerland,7942,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,BEKELE Kenenisa,Person,ETH,Ethiopia,7944,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,WU Xiangdong,Person,CHN,China,7954,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,ROJO Yago,Person,ESP,Spain,7963,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,GABRIYESOS Tachlowini,Person,EOR,EOR,7967,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,FANIEL Eyob,Person,ITA,Italy,7970,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,AMARE Girmaw,Person,ISR,Israel,7971,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,BUCHANAN Andrew,Person,AUS,Australia,7978,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,SESEMANN Philip,Person,GBR,Great Britain,7988,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,LINKLETTER Rory,Person,CAN,Canada,7989,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,BARATA Samuel,Person,POR,Portugal,8003,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,ADAMS Liam,Person,AUS,Australia,8013,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,BOUR Felix,Person,FRA,France,8026,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,MEUCCI Daniele,Person,ITA,Italy,8042,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,MEZNGI Zerei Kbrom,Person,NOR,Norway,8054,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,DIAZ Carlos,Person,CHI,Chile,8065,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,TESFAY Henok,Person,ERI,Eritrea,8071,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,YANG Shaohui,Person,CHN,China,8088,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,FREIRE Samuel,Person,CPV,Cabo Verde,8105,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,MAHAMED Mahamed,Person,GBR,Great Britain,8119,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,CHOUKOUD Khalid,Person,NED,Netherlands,8125,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,CATRILEO Hugo,Person,CHI,Chile,8144,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,GARIBAY Hector,Person,BOL,Bolivia,8154,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,NAERT Koen,Person,BEL,Belgium,8193,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,KWEMOI Andrew Rotich,Person,UGA,Uganda,8248,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,KORIR Leonard,Person,USA,United States,8325,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,TESFAY Berhane,Person,ERI,Eritrea,8330,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,ALKHAWALDEH Moath,Person,JOR,Jordan,8401,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,GONZALEZ MINDEZ Alberto,Person,GUA,Guatemala,8532,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,HE Jie,Person,CHN,China,8551,TIME
2024-08-10,"""Men's Marathon""",M,Athletics,NOVALES Tariku,Person,ESP,Spain,8750,TIME
